FD,SCI,CO,PPI_SUM,BF_Ex,BF_Ag,BF_Co,BF_Em,BF_Op,CareerSat,PromSat,SalSat,AnnSalary,PromFreq,OwnOffice,CarAccess,Budget,Employee,ProfSat_composite,MatSucc_composite,ProfStd,Gender,MonthsInJob,Age,IM,Gender_male,ProfSat_z,MatSucc_z
43,28,5,95,8,10,8,9,12,3,5.0,3,2,8.0,1,1,3,1,13,16.0,6,1,,24,39.0,0,-0.8062147878419671,1.264446096324785
48,25,9,100,8,10,11,10,12,7,6.0,6,2,4.0,1,1,3,2,21,13.0,7,1,183.0,39,33.0,0,0.5831013725608732,0.5678078696703751
27,32,16,84,10,4,9,6,11,7,8.0,3,2,2.0,1,1,1,2,20,9.0,5,1,18.0,32,40.0,0,0.40943685251051815,-0.36104309920217137
29,31,8,79,8,9,9,6,9,7,5.0,6,2,3.0,1,2,7,1,20,16.0,11,1,,24,30.0,0,0.40943685251051815,1.264446096324785
39,27,9,87,9,9,12,8,11,5,4.0,3,2,2.0,3,1,1,2,14,11.0,7,1,38.0,24,35.0,0,-0.632550267791612,0.10338238523410187
33,30,14,81,10,10,10,9,9,5,3.0,3,2,6.0,4,1,5,2,13,20.0,12,1,214.0,36,31.0,0,-0.8062147878419671,2.1932970651973314
26,31,12,76,6,4,8,4,9,9,9.0,7,3,4.0,1,1,2,2,28,13.0,6,1,180.0,39,20.0,0,1.7987530129133584,0.5678078696703751
35,31,6,81,9,11,12,8,8,7,6.0,6,2,3.0,1,1,3,3,21,13.0,8,1,155.0,43,46.0,0,0.5831013725608732,0.5678078696703751
34,31,10,88,6,10,10,7,9,2,3.0,5,1,1.0,1,1,1,1,11,6.0,4,1,6.0,45,38.0,0,-1.1535438279426773,-1.0576813258565811
33,32,15,86,6,6,12,7,7,6,5.0,8,2,1.0,1,1,1,1,21,7.0,4,1,22.0,24,27.0,0,0.5831013725608732,-0.8254685836384446
37,28,9,86,11,11,9,11,11,7,7.0,7,2,2.0,1,1,2,2,23,10.0,6,1,24.0,29,35.0,0,0.9304304126615832,-0.12883035698403475
26,35,7,81,11,9,6,5,10,2,2.0,2,2,1.0,1,1,1,1,8,7.0,4,1,16.0,27,24.0,0,-1.6745373880937424,-0.8254685836384446
39,28,13,86,7,11,12,11,11,7,7.0,6,2,2.0,1,1,2,2,22,10.0,6,1,46.0,34,35.0,0,0.7567658926112282,-0.12883035698403475
39,34,12,93,8,8,11,9,9,6,6.0,5,2,5.0,2,1,2,2,19,14.0,7,1,144.0,42,49.0,0,0.2357723324601631,0.8000206118885117
28,32,10,74,7,9,11,9,10,6,5.0,5,2,8.0,1,1,1,1,18,14.0,4,1,44.0,27,23.0,0,0.06210781240980806,0.8000206118885117
38,25,13,90,10,9,7,9,10,4,1.0,4,2,1.0,1,1,1,1,11,7.0,4,1,63.0,50,31.0,0,-1.1535438279426773,-0.8254685836384446
27,27,10,72,11,11,11,7,8,6,8.0,8,2,2.0,6,1,1,2,24,14.0,10,1,38.0,31,26.0,0,1.1040949327119383,0.8000206118885117
41,20,12,81,13,12,13,13,12,7,7.0,5,3,7.0,3,1,2,3,22,19.0,9,1,242.0,42,39.0,0,0.7567658926112282,1.9610843229791948
37,32,11,90,4,8,11,9,8,1,8.0,3,1,1.0,1,1,1,1,13,6.0,4,1,35.0,37,36.0,0,-0.8062147878419671,-1.0576813258565811
39,26,8,83,11,11,11,10,9,8,7.0,6,2,3.0,1,3,1,2,23,12.0,7,1,27.0,43,43.0,0,0.9304304126615832,0.33559512745223846
43,26,6,84,9,13,10,10,10,5,5.0,4,1,2.0,1,1,1,1,15,7.0,4,1,23.0,47,42.0,0,-0.45888574774125707,-0.8254685836384446
33,25,10,75,7,10,11,10,10,5,5.0,3,2,1.0,1,1,1,1,15,7.0,4,1,13.0,24,34.0,0,-0.45888574774125707,-0.8254685836384446
41,25,10,91,12,10,11,11,11,4,4.0,5,3,4.0,5,1,5,3,16,21.0,14,1,122.0,49,40.0,0,-0.285221227690902,2.425509807415468
45,31,13,102,10,13,11,13,13,4,4.0,4,3,3.0,2,1,6,3,15,18.0,12,1,144.0,40,36.0,0,-0.45888574774125707,1.7288715807610582
30,30,7,86,12,8,7,8,7,2,3.0,3,2,5.0,5,1,1,1,10,15.0,8,1,106.0,54,38.0,0,-1.3272083479930323,1.0322333541066484
42,26,12,86,11,9,11,10,11,7,1.0,7,1,1.0,1,1,1,1,16,6.0,4,1,96.0,26,26.0,0,-0.285221227690902,-1.0576813258565811
20,36,13,83,7,6,8,6,8,4,1.0,3,2,1.0,1,1,1,1,10,7.0,4,1,300.0,55,15.0,0,-1.3272083479930323,-0.8254685836384446
35,41,15,103,9,7,6,6,9,6,3.0,6,2,4.0,1,1,1,2,17,11.0,5,1,12.0,27,18.0,0,-0.11155670764054698,0.10338238523410187
41,32,5,87,11,12,10,11,12,7,4.0,7,2,2.0,1,1,2,1,20,9.0,5,1,36.0,30,33.0,0,0.40943685251051815,-0.36104309920217137
37,29,12,87,8,10,10,7,8,5,5.0,6,1,1.0,1,1,1,1,17,6.0,4,1,93.0,29,28.0,0,-0.11155670764054698,-1.0576813258565811
36,33,15,94,4,6,11,9,10,5,3.0,4,2,1.0,1,1,5,1,14,11.0,8,1,23.0,28,22.0,0,-0.632550267791612,0.10338238523410187
31,30,11,81,7,9,11,5,9,5,5.0,5,2,2.0,1,1,1,2,17,9.0,5,1,14.0,24,31.0,0,-0.11155670764054698,-0.36104309920217137
41,31,9,94,12,9,9,9,11,5,5.0,6,2,3.0,1,1,1,1,18,9.0,4,1,39.0,35,26.0,0,0.06210781240980806,-0.36104309920217137
34,24,11,79,5,9,12,13,9,7,7.0,7,2,2.0,1,1,1,2,23,9.0,5,1,181.0,38,45.0,0,0.9304304126615832,-0.36104309920217137
20,28,5,65,4,13,6,5,8,8,5.0,9,2,8.0,3,1,1,1,24,16.0,6,1,37.0,29,37.0,0,1.1040949327119383,1.264446096324785
39,38,11,95,9,8,10,8,7,4,3.0,6,3,2.0,4,1,2,2,16,14.0,9,1,190.0,53,21.0,0,-0.285221227690902,0.8000206118885117
33,29,14,89,4,6,13,10,10,7,7.0,7,2,4.0,1,1,1,1,23,10.0,4,1,3.0,38,26.0,0,0.9304304126615832,-0.12883035698403475
37,23,6,80,10,12,10,7,8,5,5.0,5,2,7.0,1,1,1,1,17,13.0,4,1,1.0,26,48.0,0,-0.11155670764054698,0.5678078696703751
37,34,11,91,10,8,11,7,6,7,5.0,4,3,2.0,6,1,2,2,19,16.0,11,1,180.0,53,17.0,0,0.2357723324601631,1.264446096324785
25,28,18,77,3,11,9,5,9,7,7.0,8,2,2.0,1,1,1,1,24,8.0,4,1,60.0,34,37.0,0,1.1040949327119383,-0.593255841420308
32,30,7,84,5,12,12,8,9,3,5.0,7,1,1.0,1,1,1,1,16,6.0,4,1,36.0,24,32.0,0,-0.285221227690902,-1.0576813258565811
36,25,7,77,5,10,12,8,9,7,7.0,7,3,2.0,1,1,1,2,24,10.0,5,1,63.0,35,26.0,0,1.1040949327119383,-0.12883035698403475
36,37,11,95,4,10,8,5,10,4,2.0,6,1,1.0,1,1,1,1,13,6.0,4,1,,41,21.0,0,-0.8062147878419671,-1.0576813258565811
28,30,8,76,7,10,10,7,8,7,1.0,6,2,1.0,1,1,1,1,16,7.0,4,1,126.0,38,28.0,0,-0.285221227690902,-0.8254685836384446
24,31,11,75,8,11,12,6,6,6,4.0,4,1,2.0,1,1,1,1,15,7.0,4,1,,22,37.0,0,-0.45888574774125707,-0.8254685836384446
37,30,8,89,8,11,6,6,10,6,7.0,8,2,3.0,1,1,1,1,23,9.0,4,1,3.0,33,28.0,0,0.9304304126615832,-0.36104309920217137
39,40,10,102,9,8,8,8,8,4,4.0,5,2,3.0,1,1,1,2,15,10.0,5,1,13.0,31,25.0,0,-0.45888574774125707,-0.12883035698403475
39,25,7,82,12,8,11,7,9,7,6.0,6,2,3.0,1,1,2,1,21,10.0,5,1,16.0,24,39.0,0,0.5831013725608732,-0.12883035698403475
38,36,9,97,5,9,10,8,11,7,5.0,6,2,1.0,1,1,1,1,20,7.0,4,1,3.0,25,41.0,0,0.40943685251051815,-0.8254685836384446
39,34,8,92,12,11,7,6,10,8,8.0,8,2,2.0,3,1,1,1,26,10.0,6,1,,24,37.0,0,1.4514239728126483,-0.12883035698403475
38,23,10,81,5,11,13,10,11,5,5.0,4,1,8.0,1,1,1,1,15,13.0,4,1,117.0,38,37.0,0,-0.45888574774125707,0.5678078696703751
32,31,9,84,4,10,11,10,8,3,1.0,4,2,1.0,1,1,1,1,10,7.0,4,1,254.0,45,25.0,0,-1.3272083479930323,-0.8254685836384446
23,33,7,66,6,13,12,7,6,6,1.0,2,1,1.0,1,1,1,1,10,6.0,4,1,182.0,53,47.0,0,-1.3272083479930323,-1.0576813258565811
27,20,7,64,9,12,12,5,8,8,8.0,8,2,2.0,1,1,1,1,26,8.0,4,1,42.0,54,49.0,0,1.4514239728126483,-0.593255841420308
45,26,10,95,12,12,11,12,11,7,6.0,8,2,4.0,2,1,3,2,23,14.0,8,1,246.0,46,38.0,0,0.9304304126615832,0.8000206118885117
29,36,9,85,9,10,10,8,10,7,7.0,6,2,3.0,1,1,1,2,22,10.0,5,1,24.0,36,30.0,0,0.7567658926112282,-0.12883035698403475
26,28,9,73,8,8,11,8,9,6,2.0,7,2,1.0,3,1,1,1,17,9.0,6,1,3.0,25,30.0,0,-0.11155670764054698,-0.36104309920217137
40,38,12,103,8,8,7,11,9,7,8.0,5,1,2.0,1,1,1,1,21,7.0,4,1,12.0,25,25.0,0,0.5831013725608732,-0.8254685836384446
36,27,8,80,11,10,11,4,10,9,7.0,6,1,8.0,1,1,7,2,23,20.0,11,1,8.0,27,43.0,0,0.9304304126615832,2.1932970651973314
33,25,10,80,9,9,12,9,12,7,7.0,7,2,4.0,1,1,2,2,23,12.0,6,1,114.0,34,37.0,0,0.9304304126615832,0.33559512745223846
26,30,11,74,5,11,11,7,8,3,3.0,3,2,8.0,1,1,1,1,11,14.0,4,1,1.0,29,34.0,0,-1.1535438279426773,0.8000206118885117
43,38,8,110,13,8,11,5,13,3,1.0,2,1,1.0,1,1,1,1,7,6.0,4,1,48.0,27,23.0,0,-1.8482019081440975,-1.0576813258565811
33,27,10,77,5,11,10,10,7,6,6.0,7,2,2.0,1,1,1,1,21,8.0,4,1,62.0,36,40.0,0,0.5831013725608732,-0.593255841420308
33,31,9,81,7,11,8,8,11,2,1.0,3,2,1.0,6,1,2,1,8,13.0,10,1,70.0,41,29.0,0,-1.6745373880937424,0.5678078696703751
33,32,10,84,7,12,10,9,11,9,9.0,9,2,2.0,1,1,2,2,29,10.0,6,1,16.0,24,38.0,0,1.9724175329637135,-0.12883035698403475
30,31,12,81,3,11,7,9,8,8,8.0,8,2,3.0,1,1,1,1,26,9.0,4,1,63.0,30,27.0,0,1.4514239728126483,-0.36104309920217137
36,35,11,94,10,11,12,9,9,3,1.0,4,1,1.0,1,1,1,1,9,6.0,4,1,96.0,49,32.0,0,-1.5008728680433874,-1.0576813258565811
37,34,11,88,9,7,12,7,6,8,8.0,9,1,2.0,1,1,1,3,26,9.0,6,1,14.0,19,28.0,0,1.4514239728126483,-0.36104309920217137
39,29,8,85,7,10,13,12,9,9,7.0,3,2,3.0,1,1,1,3,21,11.0,6,1,55.0,33,43.0,0,0.5831013725608732,0.10338238523410187
28,32,9,80,6,11,11,9,11,6,4.0,7,2,2.0,1,1,1,2,19,9.0,5,1,27.0,28,31.0,0,0.2357723324601631,-0.36104309920217137
30,30,16,88,4,10,11,10,10,5,6.0,4,1,1.0,1,3,1,2,16,9.0,7,1,18.0,27,36.0,0,-0.285221227690902,-0.36104309920217137
35,39,8,91,9,9,11,10,8,7,9.0,5,2,7.0,1,1,1,2,23,14.0,5,1,3.0,40,28.0,0,0.9304304126615832,0.8000206118885117
32,22,13,84,7,9,11,8,7,2,3.0,5,2,2.0,1,1,1,1,12,8.0,4,1,7.0,37,40.0,0,-0.9798793078923221,-0.593255841420308
29,26,13,74,7,8,13,6,10,6,1.0,6,2,1.0,1,1,1,1,15,7.0,4,1,13.0,24,33.0,0,-0.45888574774125707,-0.8254685836384446
41,33,11,95,10,7,8,9,9,4,4.0,3,3,6.0,1,4,1,2,14,17.0,8,1,22.0,27,27.0,0,-0.632550267791612,1.4966588385429216
37,30,12,85,6,8,10,10,9,6,7.0,4,2,3.0,1,1,1,2,19,10.0,5,1,20.0,30,23.0,0,0.2357723324601631,-0.12883035698403475
41,28,9,87,6,12,12,12,7,5,6.0,7,3,4.0,1,1,1,1,21,11.0,4,1,17.0,33,32.0,0,0.5831013725608732,0.10338238523410187
37,34,12,96,6,7,10,8,9,2,3.0,7,2,2.0,1,1,1,1,14,8.0,4,1,27.0,34,31.0,0,-0.632550267791612,-0.593255841420308
44,26,11,90,10,11,13,13,9,7,7.0,7,4,7.0,6,1,3,2,25,23.0,12,1,169.0,52,45.0,0,1.2777594527622933,2.8899352918517414
27,36,9,83,5,7,12,7,8,5,5.0,5,2,4.0,1,1,1,2,17,11.0,5,1,4.0,37,21.0,0,-0.11155670764054698,0.10338238523410187
51,36,13,116,9,8,8,9,11,6,5.0,7,1,1.0,1,1,1,1,19,6.0,4,1,3.0,22,26.0,0,0.2357723324601631,-1.0576813258565811
49,28,12,97,10,9,13,13,10,7,7.0,8,4,6.0,1,1,3,3,26,18.0,8,1,38.0,35,36.0,0,1.4514239728126483,1.7288715807610582
38,38,10,100,9,10,7,9,7,5,7.0,7,4,3.0,1,1,2,2,23,13.0,6,1,24.0,25,28.0,0,0.9304304126615832,0.5678078696703751
27,26,11,73,6,8,9,7,8,5,3.0,3,2,2.0,1,1,1,2,13,9.0,5,1,28.0,26,22.0,0,-0.8062147878419671,-0.36104309920217137
28,34,9,81,6,7,11,8,7,5,5.0,6,2,4.0,1,1,1,2,18,11.0,5,1,4.0,37,19.0,0,0.06210781240980806,0.10338238523410187
29,31,7,78,10,11,11,4,10,5,,5,1,1.0,1,1,1,1,11,6.0,4,1,2.0,27,27.0,0,-1.1535438279426773,-1.0576813258565811
33,27,8,76,6,9,12,8,10,7,7.0,5,2,4.0,1,1,1,1,21,10.0,4,1,15.0,34,34.0,0,0.5831013725608732,-0.12883035698403475
20,29,9,68,3,8,6,3,7,4,5.0,6,1,1.0,1,1,1,1,16,6.0,4,1,1.0,24,42.0,0,-0.285221227690902,-1.0576813258565811
29,33,13,86,6,9,7,6,7,1,1.0,1,1,8.0,1,1,1,1,4,13.0,4,1,,23,33.0,0,-2.3691954682951626,0.5678078696703751
21,42,10,82,6,10,6,3,5,9,5.0,9,3,8.0,1,1,7,1,26,21.0,10,1,1.0,33,26.0,0,1.4514239728126483,2.425509807415468
34,27,7,74,4,12,13,9,9,7,5.0,7,1,1.0,1,1,1,1,20,6.0,4,1,8.0,50,34.0,0,0.40943685251051815,-1.0576813258565811
36,34,9,93,8,9,9,7,10,1,4.0,1,1,3.0,1,1,1,1,7,8.0,4,1,22.0,31,29.0,0,-1.8482019081440975,-0.593255841420308
29,26,6,68,4,10,9,6,10,3,1.0,2,1,1.0,1,1,1,1,7,6.0,4,1,32.0,27,32.0,0,-1.8482019081440975,-1.0576813258565811
36,32,12,91,7,10,8,9,7,5,6.0,6,2,2.0,1,1,1,1,19,8.0,4,1,,37,33.0,0,0.2357723324601631,-0.593255841420308
42,38,9,100,13,12,12,11,12,9,5.0,8,2,8.0,3,1,3,4,24,21.0,11,1,45.0,56,24.0,0,1.1040949327119383,2.425509807415468
47,34,11,102,10,10,9,11,11,5,5.0,7,2,1.0,1,1,1,1,19,7.0,4,1,5.0,26,26.0,0,0.2357723324601631,-0.8254685836384446
47,29,14,99,3,9,12,9,8,3,1.0,6,3,1.0,1,1,1,1,13,8.0,4,1,167.0,43,22.0,0,-0.8062147878419671,-0.593255841420308
35,42,8,99,8,10,7,10,8,4,,4,2,1.0,1,1,1,1,10,7.0,4,1,15.0,25,29.0,0,-1.3272083479930323,-0.8254685836384446
29,28,7,74,6,9,12,5,8,8,9.0,7,2,3.0,1,1,1,2,26,10.0,5,1,5.0,37,33.0,0,1.4514239728126483,-0.12883035698403475
23,29,11,73,5,12,9,4,10,4,1.0,1,2,1.0,1,1,6,3,8,14.0,11,1,150.0,37,40.0,0,-1.6745373880937424,0.8000206118885117
57,26,9,109,12,8,12,13,12,7,8.0,7,2,4.0,1,1,1,3,24,12.0,6,1,184.0,50,51.0,0,1.1040949327119383,0.33559512745223846
32,41,14,106,7,8,4,5,11,6,8.0,7,2,3.0,1,1,1,1,23,9.0,4,1,98.0,38,20.0,0,0.9304304126615832,-0.36104309920217137
30,30,12,86,6,13,9,6,11,1,4.0,5,1,1.0,1,1,1,1,11,6.0,4,1,1.0,26,31.0,0,-1.1535438279426773,-1.0576813258565811
28,27,9,73,7,10,13,8,8,8,8.0,9,2,2.0,1,1,1,1,27,8.0,4,1,84.0,46,37.0,0,1.6250884928630034,-0.593255841420308
26,25,12,71,6,11,12,8,8,7,9.0,6,2,3.0,1,1,1,1,24,9.0,4,1,25.0,25,37.0,0,1.1040949327119383,-0.36104309920217137
28,39,12,87,3,8,8,10,7,2,1.0,2,1,1.0,1,1,2,2,6,8.0,6,1,120.0,32,16.0,0,-2.0218664281944525,-0.593255841420308
31,37,7,84,7,8,10,7,10,9,9.0,9,2,1.0,3,1,1,1,29,9.0,6,1,1.0,23,21.0,0,1.9724175329637135,-0.36104309920217137
29,24,5,70,6,12,8,10,9,1,4.0,2,1,1.0,1,1,1,1,8,6.0,4,1,52.0,39,44.0,0,-1.6745373880937424,-1.0576813258565811
26,25,6,67,8,6,5,8,8,4,2.0,2,1,2.0,1,1,1,1,9,7.0,3,1,76.0,28,36.0,0,-1.5008728680433874,-0.8254685836384446
50,35,11,112,12,10,8,11,11,4,6.0,3,2,3.0,4,1,1,1,15,12.0,7,1,1.0,25,29.0,0,-0.45888574774125707,0.33559512745223846
39,38,8,97,7,9,8,5,9,3,5.0,7,1,1.0,1,1,1,2,16,7.0,5,1,7.0,24,28.0,0,-0.285221227690902,-0.8254685836384446
39,39,10,100,8,6,8,8,12,1,1.0,2,2,1.0,1,1,1,1,6,7.0,4,1,32.0,35,22.0,0,-2.0218664281944525,-0.8254685836384446
42,30,9,93,10,6,11,7,11,7,6.0,5,1,2.0,1,1,1,1,19,7.0,4,1,11.0,23,28.0,0,0.2357723324601631,-0.8254685836384446
42,30,10,91,8,10,9,9,12,1,1.0,1,1,1.0,1,4,1,1,4,9.0,7,1,80.0,29,33.0,0,-2.3691954682951626,-0.36104309920217137
43,33,14,102,7,13,12,8,11,8,4.0,4,1,1.0,3,1,2,1,17,9.0,7,1,7.0,26,26.0,0,-0.11155670764054698,-0.36104309920217137
36,36,15,100,11,8,12,11,11,5,5.0,7,2,2.0,1,1,1,2,19,9.0,4,1,181.0,52,23.0,0,0.2357723324601631,-0.36104309920217137
24,29,10,74,5,10,10,8,9,4,5.0,6,2,1.0,1,3,1,1,17,9.0,6,1,144.0,38,32.0,0,-0.11155670764054698,-0.36104309920217137
30,35,9,85,8,11,6,5,9,6,5.0,6,2,2.0,1,1,1,2,19,9.0,5,1,30.0,47,32.0,0,0.2357723324601631,-0.36104309920217137
37,20,9,74,5,12,11,12,11,8,5.0,8,3,1.0,2,1,1,1,24,9.0,5,1,87.0,48,41.0,0,1.1040949327119383,-0.36104309920217137
31,32,15,90,7,11,6,7,9,8,7.0,7,2,8.0,1,1,1,2,24,15.0,5,1,138.0,33,34.0,0,1.1040949327119383,1.0322333541066484
48,29,9,99,11,10,11,11,11,8,9.0,8,5,7.0,5,1,1,4,30,23.0,11,1,146.0,40,44.0,0,2.1460820530140685,2.8899352918517414
42,29,9,89,12,11,11,10,11,8,8.0,7,2,4.0,1,1,1,2,25,11.0,4,1,58.0,46,34.0,0,1.2777594527622933,0.10338238523410187
45,24,7,85,10,11,12,9,12,9,8.0,8,3,4.0,1,1,1,2,28,12.0,5,1,14.0,28,51.0,0,1.7987530129133584,0.33559512745223846
49,28,15,102,7,8,8,13,10,8,6.0,4,2,2.0,1,1,1,3,20,10.0,6,1,121.0,33,31.0,0,0.40943685251051815,-0.12883035698403475
40,22,8,83,10,12,13,12,7,5,4.0,7,2,3.0,1,1,1,2,18,10.0,5,1,66.0,50,33.0,0,0.06210781240980806,-0.12883035698403475
36,30,9,84,7,10,10,8,9,5,5.0,3,2,5.0,1,1,4,3,15,16.0,9,1,75.0,30,37.0,0,-0.45888574774125707,1.264446096324785
48,24,7,85,9,11,13,12,11,9,3.0,8,2,1.0,3,1,2,3,22,12.0,9,1,109.0,32,46.0,0,0.7567658926112282,0.33559512745223846
29,30,11,83,5,8,10,7,10,7,8.0,2,2,4.0,1,1,1,3,19,12.0,5,1,101.0,42,35.0,0,0.2357723324601631,0.33559512745223846
39,29,7,89,12,7,7,6,12,9,5.0,7,1,1.0,1,1,1,1,22,6.0,4,1,6.0,25,36.0,0,0.7567658926112282,-1.0576813258565811
39,35,11,98,13,12,11,13,13,5,1.0,7,1,1.0,1,1,1,1,14,6.0,4,1,75.0,31,42.0,0,-0.632550267791612,-1.0576813258565811
36,35,8,89,8,8,8,5,8,2,5.0,5,1,8.0,1,1,1,2,13,14.0,5,1,7.0,24,23.0,0,-0.8062147878419671,0.8000206118885117
47,30,11,100,11,9,11,7,12,5,1.0,6,1,1.0,4,1,1,1,13,9.0,7,1,44.0,26,38.0,0,-0.8062147878419671,-0.36104309920217137
28,30,14,85,9,6,10,7,8,3,6.0,6,2,2.0,1,1,1,2,17,9.0,5,1,60.0,43,32.0,0,-0.11155670764054698,-0.36104309920217137
33,34,15,95,7,5,12,7,7,4,4.0,5,2,2.0,1,1,1,1,15,8.0,4,1,37.0,26,33.0,0,-0.45888574774125707,-0.593255841420308
46,24,13,95,9,10,11,12,12,3,3.0,1,2,4.0,1,1,1,3,9,12.0,6,1,128.0,51,45.0,0,-1.5008728680433874,0.33559512745223846
27,34,10,79,5,10,10,8,10,3,5.0,4,1,2.0,1,1,1,1,13,7.0,4,1,47.0,33,32.0,0,-0.8062147878419671,-0.8254685836384446
42,32,12,98,10,8,11,9,12,6,1.0,6,1,1.0,3,1,1,1,14,8.0,6,1,14.0,20,29.0,0,-0.632550267791612,-0.593255841420308
28,29,8,78,8,11,9,5,8,6,4.0,6,2,1.0,1,1,1,1,18,7.0,4,1,16.0,24,38.0,0,0.06210781240980806,-0.8254685836384446
25,34,11,78,9,8,8,6,10,6,3.0,7,2,1.0,1,1,1,1,18,7.0,4,1,157.0,35,16.0,0,0.06210781240980806,-0.8254685836384446
33,23,8,76,9,11,9,6,9,4,4.0,3,2,4.0,1,1,1,2,13,11.0,5,1,12.0,33,41.0,0,-0.8062147878419671,0.10338238523410187
37,29,7,83,10,8,12,7,8,9,8.0,8,2,2.0,1,1,1,2,27,9.0,5,1,84.0,30,27.0,0,1.6250884928630034,-0.36104309920217137
36,28,7,83,8,12,10,4,11,6,3.0,5,1,1.0,1,1,1,1,15,6.0,4,1,12.0,23,29.0,0,-0.45888574774125707,-1.0576813258565811
33,36,6,88,11,10,7,5,11,2,2.0,1,1,2.0,2,1,1,1,6,8.0,5,1,14.0,22,35.0,0,-2.0218664281944525,-0.593255841420308
30,47,13,110,3,7,6,4,11,1,2.0,1,1,2.0,1,1,2,2,5,9.0,6,1,9.0,26,26.0,0,-2.1955309482448073,-0.36104309920217137
